EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
464875,MAGOFFIN CO.,SALYERSVILLE,08/10/2013,1900,Flash Flood, , ,0,0,0,0,KY,EST-5, ,77023,C,153,JKL,0,0,Fire Department/Rescue,Heavy Rain, , ,0,N,1,S,STRINGTOWN,08/10/2013,2100,37.75,-83.07,37.755,-83.0463,"The Fire Rescue squad reported that Hwy 40 was closed due to high water at around 8 pm EDT.","Scattered strong thunderstorms produced heavy rainfall that led to flash flooding across portions of eastern Kentucky on August 10. The storms formed in a warm and unstable air mass that was in place across the Ohio and Tennessee valleys.",73
468657,MAGOFFIN CO.,LICKSBURG,08/10/2013,1900,Flash Flood, , ,0,0,0,0,KY,EST-5, ,77023,C,153,JKL,0,0,911 Call Center,Heavy Rain, , ,1,WSW,1,SW,LICKSBURG,08/10/2013,2100,37.7983,-83.0893,37.7895,-83.0942,"Intersection of Hwys 2019 and 3334 was closed due to flooding.","Scattered strong thunderstorms produced heavy rainfall that led to flash flooding across portions of eastern Kentucky on August 10. The storms formed in a warm and unstable air mass that was in place across the Ohio and Tennessee valleys.",74
467372,MAGOFFIN CO.,ELSIE,08/31/2013,1018,Thunderstorm Wind,52.00, ,0,0,0,0,KY,EST-5,EG,77468,C,153,JKL,0,0,911 Call Center, , , ,1,W,1,W,ELSIE,08/31/2013,1018,37.78,-83.15,37.78,-83.15,"Large tree limbs were blown down on Hwy 134 in Patton.","Scattered to numerous thunderstorms formed in a warm and unstable air mass south of a slow moving cold front on August 31, 2013. The storms appeared to fire along a weak and ill defined surface boundary that was situated across central and eastern Kentucky, from late in the morning on August 31 through the early evenings hours that same day.",75
467373,MAGOFFIN CO.,ROYALTON,08/31/2013,1030,Thunderstorm Wind,52.00, ,0,0,0,0,KY,EST-5,EG,77468,C,153,JKL,0,0,Trained Spotter, , , ,0,N,0,N,ROYALTON,08/31/2013,1030,37.68,-83.02,37.68,-83.02,"Large limbs were blown down along Hwy 7.","Scattered to numerous thunderstorms formed in a warm and unstable air mass south of a slow moving cold front on August 31, 2013. The storms appeared to fire along a weak and ill defined surface boundary that was situated across central and eastern Kentucky, from late in the morning on August 31 through the early evenings hours that same day.",76
472774,MAGOFFIN CO.,CARVER,09/12/2013,1510,Thunderstorm Wind,55.00, ,0,0,0,0,KY,EST-5,EG,78621,C,153,JKL,0,0,911 Call Center, , , ,1,NE,1,NE,CARVER,09/12/2013,1510,37.6567,-83.0381,37.6567,-83.0381,"Numerous trees were blown down on Hwy 1635.","Scattered strong to severe thunderstorms brought severe weather to portions of eastern Kentucky on September 12, 2013. A number of trees were blown down in Breathitt, Jackson, Magoffin, and Pike counties.",77
472775,MAGOFFIN CO.,SUBLETT,09/12/2013,1512,Thunderstorm Wind,50.00, ,0,0,0,0,KY,EST-5,EG,78621,C,153,JKL,0,0,911 Call Center, , , ,0,NW,0,NW,SUBLETT,09/12/2013,1512,37.683,-83.035,37.683,-83.035,"A tree was blown down on Hwy 7.","Scattered strong to severe thunderstorms brought severe weather to portions of eastern Kentucky on September 12, 2013. A number of trees were blown down in Breathitt, Jackson, Magoffin, and Pike counties.",78
484518,MAGOFFIN CO.,SALYERSVILLE,11/01/2013,120,Thunderstorm Wind,50.00, ,0,0,0,0,KY,EST-5,EG,80211,C,153,JKL,0,0,Broadcast Media, , , ,1,E,1,E,SALYERSVILLE,11/01/2013,120,37.75,-83.06,37.75,-83.06,"Salyersville fire department was working downed power lines in downtown Salyersville.","A line of thunderstorms passed through eastern Kentucky during the early hours of November 1st along a strong cold front.  The storms produced wind gusts up to 63 mph, blowing down trees and causing numerous power outages.",79
484311,MAGOFFIN CO.,LAKEVILLE,12/06/2013,1725,Flood, , ,0,0,1000,1000,KY,EST-5, ,80904,C,153,JKL,0,0,Department of Highways,Heavy Rain, , ,0,N,1,WSW,HENDRICKS,12/07/2013,1100,37.72,-83.07,37.7148,-83.1384,"Water was over the road at mile marker 10.8 on Hwy 30. Water was also over the road on KY 867 at mile marker 4.5 near the Lakeville area.","Repeated rounds of heavy rainfall led to flooding across eastern Kentucky on December 6th and 7th. In general, between two and half and three and a half inches of rain fell for the event and a number of roads around the area were underwater from time to time. There were also a few instances of automobiles becoming surrounded by water.  The rain transitioned to a wintry mix late on the 6th before ending and this led to a few automobile accidents in Fleming county.",80
490550,MAGOFFIN (ZONE), ,01/02/2014,530,Winter Weather, , ,0,0,0,0,KY,EST-5, ,81695,Z,109,JKL,0,0,Emergency Manager, , , , , , , , ,01/02/2014,900, , , , ,"Approximately 31 car accidents were reported to have occurred on icy roads around Magoffin county. However, there were numerous other accidents that occurred, but by the time responders arrived on scene, the vehicles had already been moved.","For a few hours during the early morning hours of January 2, 2014, light freezing rain created a coating of ice on numerous roadways around eastern Kentucky. Even though the accumulations of ice were miniscule, a few hundredths of an inch or less in most cases, the impacts were significant. The icy roads caused numerous car accidents in many counties around the area. Unfortunately, a number of people were injured in these accidents, a few fatally. This winter weather event provides a great example of how even the smallest accumulations of ice on roadways can create enormous impacts, particularly during the morning or evening rush.",81
498613,MAGOFFIN (ZONE), ,01/21/2014,500,Heavy Snow, , ,0,0,0,0,KY,EST-5, ,81753,Z,109,JKL,0,0,Trained Spotter, , , , , , , , ,01/21/2014,1900, , , , ,"Around four inches of snow was observed across the county.","A potent low pressure that moved across the Tennessee Valley and eventually through the Mid-Atlantic region, brought several inches of snow to eastern Kentucky on January 21, 2014. The reported snowfall amounts varied from as little as two tenths of an inch just south of the city of Harlan in Harlan county, to as much as 7.5 inches in Cressy in Estill county. The area of greatest snowfall occurred across an area generally north of the Highway 80 corridor north to the I-64 corridor.",82
498644,MAGOFFIN (ZONE), ,02/12/2014,2100,Heavy Snow, , ,0,0,0,0,KY,EST-5, ,82027,Z,109,JKL,0,0,Trained Spotter, , , , , , , , ,02/13/2014,1200, , , , ,"Up to five inches of snow was observed over the southern half of the county.","A major winter storm pummeled portions of eastern Kentucky on February 12th and 13th. The highest snow fall totals were measured in the higher terrain of our Virginia border counties, where 8 to 14 inches of snow fell. All or portions of the tier of counties just to the west of the border counties received 5 to 11 inches of snow. The snow first began to accumulate during the early evening hours of Wednesday, February 12th and didn't stop causing issues until late on the morning of Thursday, February 13th.",83
504715,MAGOFFIN (ZONE), ,03/02/2014,2200,Winter Storm, , ,0,0,0,0,KY,EST-5, ,82900,Z,109,JKL,0,0,Trained Spotter, , , , , , , , ,03/03/2014,1300, , , , ,"A total of 5-7 inches of snow and sleet had accumulated across the county. The highest snowfall amount of 7 inches was reported by a trained weather spotter in Salyersville.","A strong cold front passed southeastward across eastern Kentucky late on Sunday March 2nd.  A shallow layer of very cold air infiltrated the area behind the cold front with temperatures dropping into the 20s and eventually teens behind this front.  A few thousand feet above the ground, however, temperatures were in the 40s Sunday evening.  As a result, rain changed to freezing rain and sleet Sunday night from northwest to southeast.  Eventually, the warm layer aloft eroded and the sleet changed to a period of heavy snow for many areas.  Periods of snow, some heavy at times, continued through Monday morning March 3rd, before tapering off during the afternoon hours.||Several inches of combined sleet and snow were reported across many areas of east Kentucky.  The warm air hung in the longest over extreme southeast Kentucky, limiting snow and sleet totals there, but a thin stripe of freezing rain coated trees and caused power outages over parts of the Upper Cumberland region.  Travel was the biggest impact as the combination of prior rain freezing on the roads, with sleet and snow on top made a mess of area roads.",84
521735,MAGOFFIN CO.,SALYERSVILLE,06/10/2014,1827,Thunderstorm Wind,55.00, ,0,0,0,0,KY,EST-5,EG,86469,C,153,JKL,0,0,State Official, , , ,1,E,1,E,SALYERSVILLE,06/10/2014,1827,37.75,-83.06,37.75,-83.06,"Numerous trees were blown down along Hwy's 460, 867, and 40.","Widespread strong to severe thunderstorms downed trees and power lines and brought locally heavy rainfall to eastern Kentucky on June 10th, 2014. A number of homes, barns, and various outbuildings also suffered varying degrees of damage due to severe thunderstorm wind gusts.",85
529874,MAGOFFIN CO.,FLAT FORK,07/23/2014,1935,Flash Flood, , ,0,0,1000,0,KY,EST-5, ,87811,C,153,JKL,0,0,Fire Department/Rescue,Heavy Rain, , ,1,N,1,ESE,ELM,07/23/2014,2125,37.84,-83.03,37.8659,-83.0076,"Flash flooding occurred along Hwy 1081 in the Mine Fork and Flat Fork communities. Roads had to be closed as a result of the flooding.","Scattered strong to severe thunderstorms downed trees and produced heavy rainfall and flash flooding across portions of eastern Kentucky on July 23rd.",86
544732,MAGOFFIN CO.,HARPER,10/06/2014,2205,Thunderstorm Wind,50.00, ,0,0,0,0,KY,EST-5,EG,90857,C,153,JKL,0,0,Department of Highways, , , ,0,N,0,N,HARPER,10/06/2014,2205,37.8,-83.2,37.8,-83.2,"Trees were blown down on Hwy 1081.","Severe thunderstorms brought down trees and dropped large hail across portions of eastern Kentucky during the afternoon and evening hours of October 6, 2014. The hail ranged in size from peas to half dollar coins.",87
546353,MAGOFFIN CO.,SUBLETT,10/07/2014,1605,Thunderstorm Wind,50.00, ,0,0,0,0,KY,EST-5,EG,89771,C,153,JKL,0,0,Department of Highways, , , ,0,WNW,0,WNW,SUBLETT,10/07/2014,1605,37.6806,-83.0333,37.6806,-83.0333,"A tree was blown down on Route 7 in Royalton.","A severe weather outbreak occurred across eastern Kentucky during the late afternoon and evening hours of October 7th. Three confirmed tornadoes occurred in Bath and Pike counties (2 in Bath and 1 in Pike). These twisters caused varying degrees of damage to trees, power lines, and various structures in both counties. These tornadoes were small and extremely short lived, which made them quite difficult to detect on radar. Numerous reports of large hail and wind damage were also received during this event. Some minor flooding occurred where numerous thunderstorms tracked across the same areas. The storms formed in a warm and only slightly unstable air mass that had set up across central and eastern Kentucky. The primary trigger for the severe and tornadic storms was a very strong and dynamic middle and upper level wind field that was present over the region. The rapid change in wind speed with height caused most every thunderstorm that formed on this day to rotate. A few of these circulations were able to reach the surface in Bath and Pike counties where the tornadoes were reported.",88
544761,MAGOFFIN CO.,TELLA,10/07/2014,2013,Hail,1.00, ,0,0,0,0,KY,EST-5, ,89771,C,153,JKL,0,0,Law Enforcement, , , ,1,SE,1,SE,TELLA,10/07/2014,2013,37.82,-83.06,37.82,-83.06,"","A severe weather outbreak occurred across eastern Kentucky during the late afternoon and evening hours of October 7th. Three confirmed tornadoes occurred in Bath and Pike counties (2 in Bath and 1 in Pike). These twisters caused varying degrees of damage to trees, power lines, and various structures in both counties. These tornadoes were small and extremely short lived, which made them quite difficult to detect on radar. Numerous reports of large hail and wind damage were also received during this event. Some minor flooding occurred where numerous thunderstorms tracked across the same areas. The storms formed in a warm and only slightly unstable air mass that had set up across central and eastern Kentucky. The primary trigger for the severe and tornadic storms was a very strong and dynamic middle and upper level wind field that was present over the region. The rapid change in wind speed with height caused most every thunderstorm that formed on this day to rotate. A few of these circulations were able to reach the surface in Bath and Pike counties where the tornadoes were reported.",89
546438,MAGOFFIN CO.,ROYALTON,10/07/2014,2118,Thunderstorm Wind,50.00, ,0,0,0,0,KY,EST-5,EG,89771,C,153,JKL,0,0,State Official, , , ,0,N,0,N,ROYALTON,10/07/2014,2118,37.68,-83.02,37.68,-83.02,"A tree was blown down on Half Mountain Rd near KY Hwy 7.","A severe weather outbreak occurred across eastern Kentucky during the late afternoon and evening hours of October 7th. Three confirmed tornadoes occurred in Bath and Pike counties (2 in Bath and 1 in Pike). These twisters caused varying degrees of damage to trees, power lines, and various structures in both counties. These tornadoes were small and extremely short lived, which made them quite difficult to detect on radar. Numerous reports of large hail and wind damage were also received during this event. Some minor flooding occurred where numerous thunderstorms tracked across the same areas. The storms formed in a warm and only slightly unstable air mass that had set up across central and eastern Kentucky. The primary trigger for the severe and tornadic storms was a very strong and dynamic middle and upper level wind field that was present over the region. The rapid change in wind speed with height caused most every thunderstorm that formed on this day to rotate. A few of these circulations were able to reach the surface in Bath and Pike counties where the tornadoes were reported.",90
550239,MAGOFFIN (ZONE), ,11/24/2014,1140,Strong Wind,40.00, ,0,0,1000,0,KY,EST-5,EG,91814,Z,109,JKL,0,0,Emergency Manager, , , , , , , , ,11/24/2014,1140, , , , ,"A large tree limb was blown down and onto Hwy 3333, blocking both lanes of the road 6 miles north of Salyersville.","A strong area of low pressure moving into the Great Lakes region produced strong winds across portions of eastern Kentucky on November 24. The strong winds began between midnight and finally subsided during the mid afternoon hours. The strong gust of 62 mph was recorded in Fleming county.",91
550243,MAGOFFIN (ZONE), ,11/24/2014,1142,Strong Wind,40.00, ,0,0,1000,0,KY,EST-5,EG,91814,Z,109,JKL,0,0,Public, , , , , , , , ,11/24/2014,1142, , , , ,"Tree limbs were blown down along Pricy Creek Road near Cisco.","A strong area of low pressure moving into the Great Lakes region produced strong winds across portions of eastern Kentucky on November 24. The strong winds began between midnight and finally subsided during the mid afternoon hours. The strong gust of 62 mph was recorded in Fleming county.",92
550245,MAGOFFIN (ZONE), ,11/24/2014,1221,Strong Wind,45.00, ,0,0,1000,0,KY,EST-5,EG,91814,Z,109,JKL,0,0,Emergency Manager, , , , , , , , ,11/24/2014,1221, , , , ,"An electric pole was blown down on Hwy 460, 9 miles west of Salyersville.","A strong area of low pressure moving into the Great Lakes region produced strong winds across portions of eastern Kentucky on November 24. The strong winds began between midnight and finally subsided during the mid afternoon hours. The strong gust of 62 mph was recorded in Fleming county.",93
550246,MAGOFFIN (ZONE), ,11/24/2014,1330,High Wind,50.00, ,0,0,1000,0,KY,EST-5,EG,91814,Z,109,JKL,0,0,Emergency Manager, , , , , , , , ,11/24/2014,1330, , , , ,"A strong gust of wind blew the porch off of one trailer and into another mobile home nearby. The event occurred 2 miles east of Salyersville.","A strong area of low pressure moving into the Great Lakes region produced strong winds across portions of eastern Kentucky on November 24. The strong winds began between midnight and finally subsided during the mid afternoon hours. The strong gust of 62 mph was recorded in Fleming county.",94
554678,MAGOFFIN (ZONE), ,01/29/2015,900,Winter Weather, , ,0,0,0,0,KY,EST-5, ,92573,Z,109,JKL,0,0,911 Call Center, , , , , , , , ,01/29/2015,1030, , , , ,"A light glaze of freezing rain created hazardous conditions on area roadways that lead to numerous car accidents across the county.","A light glaze of freezing rain occurred as rain fell onto road surfaces which were below freezing.  This created hazardous conditions that lead to numerous car accidents across portions of eastern Kentucky during the morning of January 29th, 2015.",95
559390,MAGOFFIN (ZONE), ,02/16/2015,330,Winter Storm, , ,0,0,0,0,KY,EST-5, ,92589,Z,109,JKL,0,0,Public, , , , , , , , ,02/17/2015,100, , , , ,"The beginning of this major winter storm was marked by a 3.7 inch snowfall amount out of Salyersville that occurred at by 910 am on the 16th. Snow continued falling heavily for the next few hours leading to a 6 inch snowfall amount 7 miles south of Salyersville as of 1045 am. By 141 am on the 16th, there were 8 inches of snow on the ground in Salyersville. Storm total snowfall amounts ranged from 10 inches near Royalton to as much as 11 inches south of Salyersville.","The residents of eastern Kentucky experienced one of the most significant winter storms in recent memory on February 16. The snow first began falling in our far western counties between 3:00 and 3:30 am on February 16, 2015. The snow slowly spread eastward throughout the morning and eventually ended during the early overnight hours of February 17th. The final storm totals ranged from 2 to 4 inches along portions of the Tennessee and southwestern Virginia borders, to as much as 12 to 15 inches along a central portion of the area from Estill county all the way over to Pike county. A large portion of the area received between 4 and 11 inches of snow.",96
559455,MAGOFFIN (ZONE), ,02/18/2015,1450,Winter Weather, , ,0,0,0,0,KY,EST-5, ,93204,Z,109,JKL,0,0,Trained Spotter, , , , , , , , ,02/18/2015,1450, , , , ,"Three inches of snow fell in Gunlock.","Scattered to numerous snow showers and even a few snow squalls brought more accumulating snow to a number of counties across eastern Kentucky on February 18th.",97
559810,MAGOFFIN (ZONE), ,02/21/2015,130,Winter Storm, , ,0,0,0,0,KY,EST-5, ,93223,Z,109,JKL,0,0,Public, , , , , , , , ,02/21/2015,1900, , , , ,"Around a quarter of an inch of ice accumulated on various surfaces and objects throughout the county.","Another major winter storm wreaked havoc across eastern Kentucky February 20th and 21st. This storm caused significant ice and snow accumulations across the area, along with flooding in several counties around the area. The bulk of the snow was confined to the counties along the Virginia border, where more than a foot of heavy wet snow fell in places. The heavy snow caused extensive damage as it caused the roofs of a number of homes and other structures to collapse. The ice lead to a number of car accidents and made driving quite treacherous at times. A total of 10 eastern Kentucky counties experienced flooding due to heavy rain and ice jams.",98
566187,MAGOFFIN CO.,ROYALTON,03/04/2015,1207,Flood, , ,0,0,1000,0,KY,EST-5, ,94021,C,153,JKL,0,0,Trained Spotter,Heavy Rain, , ,1,S,1,SSW,ROYALTON,03/06/2015,1615,37.6655,-83.02,37.6715,-83.0247,"The Licking River left its banks and flooded Lakeville Rd.","Another major late winter storm affected the state of Kentucky from late in the day on Tuesday March 3rd through the morning of Thursday March 5th, 2015.  ||The storm began as rain overspread east Kentucky from late Tuesday March 3rd into the day of Wednesday March 4th, falling heavily at times.  The rain, coupled with a melting high elevation snow pack containing considerable water content, caused extensive runoff and produced widespread flooding of small creeks and streams and poor draining areas during the day on Wednesday.  Some of the hardest hit areas on Wednesday were in Harlan and Bell Counties, where runoff quickly pushed the creeks and streams there over their banks.  ||The flooding then progressed into our rivers resulting in some of the worst river flooding in over a decade.  In fact, on the Big Sandy, several locations experienced the highest water since 1984.  The most noteworthy crest occurred on the Cumberland River at Pineville, which based on preliminary information recorded the 3rd highest crest on record.  ||As area rivers where rising, the precipitation changed to sleet and then snow Wednesday night.  An especially heavy band of snow set up from western Kentucky northeastward through central Kentucky into northeast Kentucky.  By midday Thursday, over a foot of snow had fallen in this band mainly along and north of I-64 in east Kentucky.  The snowfall amounts dropped significantly to the south with generally 2 to 4 along with up to a half inch of sleet having fallen near the Tennessee border.  The snow diminished during the midday hours on Thursday.",99
566266,MAGOFFIN CO.,SALYERSVILLE,03/04/2015,2036,Flood, , ,0,0,1000,0,KY,EST-5, ,94021,C,153,JKL,0,0,Fire Department/Rescue,Heavy Rain, , ,0,N,0,SE,SALYERSVILLE,03/06/2015,1615,37.75,-83.07,37.7493,-83.0692,"Route 7 was closed due to flooding from Burning Fork Creek.","Another major late winter storm affected the state of Kentucky from late in the day on Tuesday March 3rd through the morning of Thursday March 5th, 2015.  ||The storm began as rain overspread east Kentucky from late Tuesday March 3rd into the day of Wednesday March 4th, falling heavily at times.  The rain, coupled with a melting high elevation snow pack containing considerable water content, caused extensive runoff and produced widespread flooding of small creeks and streams and poor draining areas during the day on Wednesday.  Some of the hardest hit areas on Wednesday were in Harlan and Bell Counties, where runoff quickly pushed the creeks and streams there over their banks.  ||The flooding then progressed into our rivers resulting in some of the worst river flooding in over a decade.  In fact, on the Big Sandy, several locations experienced the highest water since 1984.  The most noteworthy crest occurred on the Cumberland River at Pineville, which based on preliminary information recorded the 3rd highest crest on record.  ||As area rivers where rising, the precipitation changed to sleet and then snow Wednesday night.  An especially heavy band of snow set up from western Kentucky northeastward through central Kentucky into northeast Kentucky.  By midday Thursday, over a foot of snow had fallen in this band mainly along and north of I-64 in east Kentucky.  The snowfall amounts dropped significantly to the south with generally 2 to 4 along with up to a half inch of sleet having fallen near the Tennessee border.  The snow diminished during the midday hours on Thursday.",100
566267,MAGOFFIN CO.,ROYALTON,03/04/2015,2036,Flood, , ,0,0,1000,0,KY,EST-5, ,94021,C,153,JKL,0,0,Fire Department/Rescue,Heavy Rain, , ,1,E,1,ESE,ROYALTON,03/06/2015,1615,37.678,-83.007,37.6744,-83.0082,"Highway 867 near Oakley Rd was closed due to flooding from the Licking River.","Another major late winter storm affected the state of Kentucky from late in the day on Tuesday March 3rd through the morning of Thursday March 5th, 2015.  ||The storm began as rain overspread east Kentucky from late Tuesday March 3rd into the day of Wednesday March 4th, falling heavily at times.  The rain, coupled with a melting high elevation snow pack containing considerable water content, caused extensive runoff and produced widespread flooding of small creeks and streams and poor draining areas during the day on Wednesday.  Some of the hardest hit areas on Wednesday were in Harlan and Bell Counties, where runoff quickly pushed the creeks and streams there over their banks.  ||The flooding then progressed into our rivers resulting in some of the worst river flooding in over a decade.  In fact, on the Big Sandy, several locations experienced the highest water since 1984.  The most noteworthy crest occurred on the Cumberland River at Pineville, which based on preliminary information recorded the 3rd highest crest on record.  ||As area rivers where rising, the precipitation changed to sleet and then snow Wednesday night.  An especially heavy band of snow set up from western Kentucky northeastward through central Kentucky into northeast Kentucky.  By midday Thursday, over a foot of snow had fallen in this band mainly along and north of I-64 in east Kentucky.  The snowfall amounts dropped significantly to the south with generally 2 to 4 along with up to a half inch of sleet having fallen near the Tennessee border.  The snow diminished during the midday hours on Thursday.",101
565530,MAGOFFIN (ZONE), ,03/04/2015,2300,Winter Storm, , ,0,0,0,0,KY,EST-5, ,94021,Z,109,JKL,0,0,Department of Highways, , , , , , , , ,03/05/2015,1300, , , , ,"Three to four inches of snow and sleet were reported to have accumulated across the county.","Another major late winter storm affected the state of Kentucky from late in the day on Tuesday March 3rd through the morning of Thursday March 5th, 2015.  ||The storm began as rain overspread east Kentucky from late Tuesday March 3rd into the day of Wednesday March 4th, falling heavily at times.  The rain, coupled with a melting high elevation snow pack containing considerable water content, caused extensive runoff and produced widespread flooding of small creeks and streams and poor draining areas during the day on Wednesday.  Some of the hardest hit areas on Wednesday were in Harlan and Bell Counties, where runoff quickly pushed the creeks and streams there over their banks.  ||The flooding then progressed into our rivers resulting in some of the worst river flooding in over a decade.  In fact, on the Big Sandy, several locations experienced the highest water since 1984.  The most noteworthy crest occurred on the Cumberland River at Pineville, which based on preliminary information recorded the 3rd highest crest on record.  ||As area rivers where rising, the precipitation changed to sleet and then snow Wednesday night.  An especially heavy band of snow set up from western Kentucky northeastward through central Kentucky into northeast Kentucky.  By midday Thursday, over a foot of snow had fallen in this band mainly along and north of I-64 in east Kentucky.  The snowfall amounts dropped significantly to the south with generally 2 to 4 along with up to a half inch of sleet having fallen near the Tennessee border.  The snow diminished during the midday hours on Thursday.",102
566675,MAGOFFIN CO.,FORAKER,04/03/2015,630,Flash Flood, , ,0,0,1000,0,KY,EST-5, ,94232,C,153,JKL,0,0,NWS Employee,Heavy Rain, , ,1,WSW,1,SSW,FORAKER,04/03/2015,1119,37.66,-83.15,37.6562,-83.1394,"About a foot of water was flowing across Hwy 30, making the road impassable.","Clusters of showers and thunderstorms began affecting central and eastern Kentucky during the pre-dawn hours of Friday April 3rd.  The initial complex of thunderstorms targeted areas from Louisville across the Bluegrass Region in parts of east-central Kentucky, including the Natural Bridge State Park area.  While these storms were not severe, they did produce gusty winds which downed a dead tree onto a camping site in the Middle Fork Campground killing a female camper and severely injuring another person. ||Torrential rainfall occurred with the storms, with many locations in a stripe from Estill, Powell, Lee, Wolfe and Breathitt Counties seeing from three to four inches of rain during the morning storms.  This caused widespread flash flooding and a Lee County woman was killed as she tried to drive through flood waters. ||After a brief break, additional showers and thunderstorms targeted locations from Lexington eastward along I-64 into the Gateway Region Friday evening.  This again caused widespread flash flooding in a stripe from Montgomery, Bath, Rowan and Elliott Counties.",103
582800,MAGOFFIN CO.,BETHANNA,06/25/2015,1815,Thunderstorm Wind,50.00, ,0,0,0,0,KY,EST-5,EG,96867,C,153,JKL,0,0,Public, , , ,1,ESE,1,ESE,BETHANNA,06/25/2015,1815,37.77,-83.16,37.77,-83.16,"A tree was blown down along Rte 134 between mile markers 4 and 6.","Strong to severe thunderstorms rolled across portions of eastern KY on June 25, 2015. Some of these storms dropped quarter sized hail.",104
582819,MAGOFFIN CO.,BLOOMINGTON,06/29/2015,1630,Thunderstorm Wind,60.00, ,0,0,0,0,KY,EST-5,EG,96870,C,153,JKL,0,0,Trained Spotter, , , ,1,W,1,W,BLOOMINGTON,06/29/2015,1630,37.82,-83.14,37.82,-83.14,"The tops of several trees were snapped off and blown across Hwy 460. Large limbs were also blown out of trees in the area.","Scattered severe thunderstorms downed trees and dropped large across portions of the area on June 29, 2015.",105
583861,MAGOFFIN CO.,FORAKER,07/09/2015,1150,Thunderstorm Wind,50.00, ,0,0,0,0,KY,EST-5,EG,97103,C,153,JKL,0,0,Department of Highways, , , ,2,WSW,2,WSW,FORAKER,07/09/2015,1150,37.66,-83.16,37.66,-83.16,"Trees were down on Route 1397 and at Crafts Fork off of Hwy 30.","Thunderstorms moved into eastern Kentucky from the west during the midday hours and became severe over far eastern Kentucky.  Additional rounds of storms produced extensive wind damage over parts of the area throughout the afternoon and early evening hours. Most damage reports occurred in a swath from Pulaski County east-northeastward through Pike County.",106
583878,MAGOFFIN CO.,SALYERSVILLE,07/09/2015,1442,Thunderstorm Wind,52.00, ,0,0,0,0,KY,EST-5,EG,97103,C,153,JKL,0,0,State Official, , , ,1,E,1,E,SALYERSVILLE,07/09/2015,1442,37.75,-83.06,37.75,-83.06,"The main structure at Magoffin Pioneer Village was damaged by thunderstorm wind gusts.","Thunderstorms moved into eastern Kentucky from the west during the midday hours and became severe over far eastern Kentucky.  Additional rounds of storms produced extensive wind damage over parts of the area throughout the afternoon and early evening hours. Most damage reports occurred in a swath from Pulaski County east-northeastward through Pike County.",107
583879,MAGOFFIN CO.,SALYERSVILLE,07/09/2015,1442,Thunderstorm Wind,55.00, ,0,0,0,0,KY,EST-5,EG,97103,C,153,JKL,0,0,State Official, , , ,1,W,1,W,SALYERSVILLE,07/09/2015,1442,37.75,-83.08,37.75,-83.08,"At the junction of Rt 30 and Rt 460, the roof was blown off of a house; it landed on another house nearby.","Thunderstorms moved into eastern Kentucky from the west during the midday hours and became severe over far eastern Kentucky.  Additional rounds of storms produced extensive wind damage over parts of the area throughout the afternoon and early evening hours. Most damage reports occurred in a swath from Pulaski County east-northeastward through Pike County.",108
583880,MAGOFFIN CO.,MID,07/09/2015,1443,Thunderstorm Wind,52.00, ,0,0,0,0,KY,EST-5,EG,97103,C,153,JKL,0,0,State Official, , , ,1,SW,1,SW,MID,07/09/2015,1443,37.59,-82.94,37.59,-82.94,"Several trees were blown down off of Rt. 7 on Rt. 404.","Thunderstorms moved into eastern Kentucky from the west during the midday hours and became severe over far eastern Kentucky.  Additional rounds of storms produced extensive wind damage over parts of the area throughout the afternoon and early evening hours. Most damage reports occurred in a swath from Pulaski County east-northeastward through Pike County.",109
583881,MAGOFFIN CO.,SALYERSVILLE,07/09/2015,1444,Thunderstorm Wind,55.00, ,0,0,0,0,KY,EST-5,EG,97103,C,153,JKL,0,0,Broadcast Media, , , ,1,E,1,E,SALYERSVILLE,07/09/2015,1444,37.75,-83.06,37.75,-83.06,"Trees were blown down in Salyersville.","Thunderstorms moved into eastern Kentucky from the west during the midday hours and became severe over far eastern Kentucky.  Additional rounds of storms produced extensive wind damage over parts of the area throughout the afternoon and early evening hours. Most damage reports occurred in a swath from Pulaski County east-northeastward through Pike County.",110
583882,MAGOFFIN CO.,MASHFORK,07/09/2015,1450,Thunderstorm Wind,55.00, ,0,0,0,0,KY,EST-5,EG,97103,C,153,JKL,0,0,State Official, , , ,1,S,1,S,MASHFORK,07/09/2015,1450,37.76,-83,37.76,-83,"Several trees were blown down on Rt. 460.","Thunderstorms moved into eastern Kentucky from the west during the midday hours and became severe over far eastern Kentucky.  Additional rounds of storms produced extensive wind damage over parts of the area throughout the afternoon and early evening hours. Most damage reports occurred in a swath from Pulaski County east-northeastward through Pike County.",111
